"county","region","year","quarter","month","yearandmonth","homicide_unsuc","offences_against_the_person_unsuc","sexual_offences_unsuc","burglary_unsuc","robbery_unsuc","theft_and_handling_unsuc","fraud_and_forgery_unsuc","criminal_damage_unsuc","drugs_offences_unsuc","public_order_offences_unsuc","all_other_offences__excluding_motoring__unsuc","motoring_offences_unsuc","admin_finalised_unsuc"
"Gloucestershire","West","2014","Q3 2014","jul",2014-07-01,0,20,0,2,0,10,0,4,3,2,3,9,21
"GreaterManchester","North","2014","Q3 2014","jul",2014-07-01,0,180,22,18,4,35,0,20,14,35,23,45,52
"Gwent","West","2014","Q3 2014","jul",2014-07-01,0,20,4,3,2,7,1,9,4,15,3,17,3
"Hampshire","South","2014","Q3 2014","jul",2014-07-01,2,127,8,11,8,39,9,21,5,24,16,40,26
"Hertfordshire","East","2014","Q3 2014","jul",2014-07-01,1,35,6,9,2,17,16,9,4,14,4,25,11
"Humberside","North","2014","Q3 2014","jul",2014-07-01,0,33,10,2,1,30,4,8,4,7,3,18,12
"Kent","South","2014","Q3 2014","jul",2014-07-01,2,78,8,8,2,42,4,14,5,18,36,26,32
"Lancashire","North","2014","Q3 2014","jul",2014-07-01,0,115,20,14,0,15,1,27,6,19,19,55,16
"Leicestershire","East","2014","Q3 2014","jul",2014-07-01,0,33,1,8,0,15,4,4,0,10,3,18,8
"Lincolnshire","East","2014","Q3 2014","jul",2014-07-01,0,50,3,2,3,15,1,7,2,10,8,31,11
"Merseyside","North","2014","Q3 2014","jul",2014-07-01,0,70,4,6,3,22,2,15,18,22,16,35,19
"Metropolitan and City","South","2014","Q3 2014","jul",2014-07-01,9,601,81,52,61,155,44,49,75,125,118,404,174
"Norfolk","East","2014","Q3 2014","jul",2014-07-01,2,62,3,5,1,19,1,8,0,12,5,14,7
"Northamptonshire","East","2014","Q3 2014","jul",2014-07-01,0,52,3,8,2,19,5,10,3,10,2,10,7
"Northumbria","North","2014","Q3 2014","jul",2014-07-01,0,128,7,10,5,59,6,35,19,54,24,40,17
"North Wales","North","2014","Q3 2014","jul",2014-07-01,0,39,10,5,4,6,1,2,1,4,13,12,11
"North Yorkshire","Nortth","2014","Q3 2014","jul",2014-07-01,0,26,0,1,2,22,0,6,5,10,4,16,7
"Nottinghamshire","East","2014","Q3 2014","jul",2014-07-01,1,93,9,7,4,29,2,19,14,13,12,21,31
"South Wales","West","2014","Q3 2014","jul",2014-07-01,0,126,14,3,8,17,1,15,7,22,13,61,9
"South Yorkshire","North","2014","Q3 2014","jul",2014-07-01,0,92,3,16,5,35,1,13,4,15,6,11,16
"Staffordshire","West","2014","Q3 2014","jul",2014-07-01,0,78,3,6,4,17,1,14,3,18,8,32,7
"Suffolk","East","2014","Q3 2014","jul",2014-07-01,0,25,1,1,1,7,0,2,2,5,4,11,6
"Surrey","South","2014","Q3 2014","jul",2014-07-01,0,64,4,0,1,19,1,9,8,8,22,33,23
"Sussex","South","2014","Q3 2014","jul",2014-07-01,0,83,15,6,2,18,0,16,5,20,26,37,17
"Thames Valley","South","2014","Q3 2014","jul",2014-07-01,0,136,13,10,8,26,3,7,10,25,7,45,53
"Warwickshire","West","2014","Q3 2014","jul",2014-07-01,0,16,4,3,0,4,0,0,1,9,5,17,3
"West Mercia","West","2014","Q3 2014","jul",2014-07-01,0,50,5,5,4,16,1,4,5,13,1,31,3
"West Midlands","West","2014","Q3 2014","jul",2014-07-01,4,203,22,26,26,80,7,24,24,42,45,87,14
"West Yorkshire","North","2014","Q3 2014","jul",2014-07-01,4,122,23,7,1,51,9,19,18,22,15,48,32
"Wiltshire","West","2014","Q3 2014","jul",2014-07-01,0,28,2,0,1,10,0,6,2,4,7,11,7
"National","All","2014","Q3 2014","aug",2014-08-01,14,2833,290,247,140,966,132,426,289,667,454,1294,736
"Avon and Somerset","West","2014","Q3 2014","aug",2014-08-01,1,52,7,3,1,19,1,7,6,14,9,38,17
"Bedfordshire","East","2014","Q3 2014","aug",2014-08-01,3,36,2,5,1,9,1,2,0,8,2,14,18
"Cambridgeshire","East","2014","Q3 2014","aug",2014-08-01,0,19,4,3,0,12,0,3,0,5,1,5,9
"Cheshire","North","2014","Q3 2014","aug",2014-08-01,0,38,3,5,2,8,1,6,4,7,0,11,15
"Cleveland","North","2014","Q3 2014","aug",2014-08-01,0,39,3,8,2,28,0,3,4,21,1,13,3
"Cumbria","North","2014","Q3 2014","aug",2014-08-01,0,16,2,2,0,4,0,4,1,2,10,9,1
"Derbyshire","East","2014","Q3 2014","aug",2014-08-01,0,43,8,1,3,7,2,8,4,10,7,5,15
"Devon and Cornwall","West","2014","Q3 2014","aug",2014-08-01,0,46,1,2,0,22,0,11,4,14,19,13,11
"Dorset","West","2014","Q3 2014","aug",2014-08-01,0,26,2,2,1,9,0,2,0,5,8,14,16
"Durham","North","2014","Q3 2014","aug",2014-08-01,0,25,3,7,1,16,1,10,0,8,2,4,1
"Dyfed Powys","West","2014","Q3 2014","aug",2014-08-01,0,19,1,0,1,2,0,7,1,7,2,18,7
"Essex","East","2014","Q3 2014","aug",2014-08-01,0,55,10,1,0,14,5,13,5,5,8,18,14
"Gloucestershire","West","2014","Q3 2014","aug",2014-08-01,0,9,0,0,0,8,1,5,2,4,2,6,14
"GreaterManchester","North","2014","Q3 2014","aug",2014-08-01,0,153,24,2,5,38,5,26,13,28,21,72,51
"Gwent","West","2014","Q3 2014","aug",2014-08-01,0,18,3,0,0,7,0,1,0,6,4,14,1
"Hampshire","South","2014","Q3 2014","aug",2014-08-01,0,111,11,4,1,21,7,20,5,12,13,36,15
"Hertfordshire","East","2014","Q3 2014","aug",2014-08-01,0,39,3,4,1,20,6,9,4,17,5,18,13
"Humberside","North","2014","Q3 2014","aug",2014-08-01,0,50,13,4,2,25,1,12,5,15,6,16,17
"Kent","South","2014","Q3 2014","aug",2014-08-01,0,54,8,6,1,37,6,12,7,19,31,23,53
"Lancashire","North","2014","Q3 2014","aug",2014-08-01,0,113,13,9,3,28,2,21,5,18,10,42,3
"Leicestershire","East","2014","Q3 2014","aug",2014-08-01,0,36,4,0,1,14,1,2,4,9,1,15,9
"Lincolnshire","East","2014","Q3 2014","aug",2014-08-01,0,17,2,6,0,11,0,5,2,6,8,26,7
"Merseyside","North","2014","Q3 2014","aug",2014-08-01,0,69,4,3,4,24,2,15,10,13,8,28,32
"Metropolitan and City","South","2014","Q3 2014","aug",2014-08-01,5,516,57,45,57,176,29,43,79,131,117,339,184
"Norfolk","East","2014","Q3 2014","aug",2014-08-01,0,46,2,4,3,8,1,5,0,11,9,18,7
"Northamptonshire","East","2014","Q3 2014","aug",2014-08-01,0,35,0,8,3,12,5,12,3,8,4,11,10
"Northumbria","North","2014","Q3 2014","aug",2014-08-01,0,91,6,11,0,60,1,23,14,57,18,52,10
"North Wales","North","2014","Q3 2014","aug",2014-08-01,0,28,6,0,0,5,3,2,1,5,4,13,5
"North Yorkshire","Nortth","2014","Q3 2014","aug",2014-08-01,1,31,2,2,1,20,3,7,7,7,7,8,10
"Nottinghamshire","East","2014","Q3 2014","aug",2014-08-01,0,63,2,5,3,22,2,8,5,13,4,13,16
"South Wales","West","2014","Q3 2014","aug",2014-08-01,0,110,10,9,8,18,1,13,13,25,5,56,18
"South Yorkshire","North","2014","Q3 2014","aug",2014-08-01,0,57,2,8,3,15,4,11,9,11,5,11,13
"Staffordshire","West","2014","Q3 2014","aug",2014-08-01,0,65,3,4,0,8,6,10,5,16,4,28,3
"Suffolk","East","2014","Q3 2014","aug",2014-08-01,0,29,1,4,3,5,0,1,5,3,2,7,8
"Surrey","South","2014","Q3 2014","aug",2014-08-01,1,54,9,3,1,16,4,6,8,20,21,21,15
"Sussex","South","2014","Q3 2014","aug",2014-08-01,0,62,11,6,3,18,1,9,9,24,21,20,11
"Thames Valley","South","2014","Q3 2014","aug",2014-08-01,0,146,9,13,4,43,5,9,8,15,5,58,30
"Warwickshire","West","2014","Q3 2014","aug",2014-08-01,0,12,2,1,0,6,0,2,2,3,4,14,1
"West Mercia","West","2014","Q3 2014","aug",2014-08-01,0,39,4,5,2,15,4,9,0,11,5,34,3
"West Midlands","West","2014","Q3 2014","aug",2014-08-01,1,205,19,15,17,55,11,21,18,23,25,53,14
"West Yorkshire","North","2014","Q3 2014","aug",2014-08-01,2,151,11,23,2,74,10,25,17,30,12,70,31
"Wiltshire","West","2014","Q3 2014","aug",2014-08-01,0,10,3,4,0,7,0,6,0,1,4,10,5
"National","All","2014","Q3 2014","sep",2014-09-01,8,3251,336,317,188,998,113,419,310,801,558,1363,793
"Avon and Somerset","West","2014","Q3 2014","sep",2014-09-01,0,71,16,6,1,18,1,10,5,12,13,47,26
"Bedfordshire","East","2014","Q3 2014","sep",2014-09-01,0,22,5,1,0,8,0,4,3,4,3,8,11
"Cambridgeshire","East","2014","Q3 2014","sep",2014-09-01,0,18,1,2,1,8,1,2,2,7,7,5,11
"Cheshire","North","2014","Q3 2014","sep",2014-09-01,0,54,2,3,1,16,2,5,5,11,10,18,6
"Cleveland","North","2014","Q3 2014","sep",2014-09-01,0,38,3,4,1,22,0,7,8,27,5,18,4
"Cumbria","North","2014","Q3 2014","sep",2014-09-01,0,21,0,3,0,4,2,0,1,6,10,9,3
"Derbyshire","East","2014","Q3 2014","sep",2014-09-01,0,52,1,5,3,17,2,11,5,6,14,16,7
"Devon and Cornwall","West","2014","Q3 2014","sep",2014-09-01,0,66,1,2,1,11,1,5,8,19,15,11,13
"Dorset","West","2014","Q3 2014","sep",2014-09-01,0,29,3,1,0,13,2,1,1,10,9,10,5
"Durham","North","2014","Q3 2014","sep",2014-09-01,0,38,2,4,2,20,1,7,1,12,5,7,2
"Dyfed Powys","West","2014","Q3 2014","sep",2014-09-01,0,22,2,0,0,12,0,3,2,14,1,19,3
"Essex","East","2014","Q3 2014","sep",2014-09-01,0,59,15,10,2,18,3,7,7,10,12,19,25
"Gloucestershire","West","2014","Q3 2014","sep",2014-09-01,0,37,0,1,0,7,1,4,1,2,9,4,7
"GreaterManchester","North","2014","Q3 2014","sep",2014-09-01,0,206,28,14,13,43,3,24,13,31,38,54,47
"Gwent","West","2014","Q3 2014","sep",2014-09-01,0,17,0,5,0,3,0,6,5,9,6,9,9
"Hampshire","South","2014","Q3 2014","sep",2014-09-01,0,105,16,7,0,30,5,14,10,18,25,31,31
"Hertfordshire","East","2014","Q3 2014","sep",2014-09-01,0,36,2,5,8,15,4,5,7,22,3,19,23
"Humberside","North","2014","Q3 2014","sep",2014-09-01,0,43,9,13,5,30,5,15,2,15,6,18,12
"Kent","South","2014","Q3 2014","sep",2014-09-01,0,89,14,7,1,54,3,18,7,23,29,30,30
"Lancashire","North","2014","Q3 2014","sep",2014-09-01,0,125,12,12,1,20,2,19,5,21,14,49,24
"Leicestershire","East","2014","Q3 2014","sep",2014-09-01,0,40,2,9,4,9,1,5,4,8,2,18,7
"Lincolnshire","East","2014","Q3 2014","sep",2014-09-01,0,18,1,3,0,17,0,1,2,13,7,20,7
"Merseyside","North","2014","Q3 2014","sep",2014-09-01,0,112,12,7,5,31,1,15,14,34,21,26,30
"Metropolitan and City","South","2014","Q3 2014","sep",2014-09-01,4,548,70,66,52,150,23,58,75,136,92,431,211
"Norfolk","East","2014","Q3 2014","sep",2014-09-01,0,46,3,3,0,20,0,5,7,13,6,11,10
"Northamptonshire","East","2014","Q3 2014","sep",2014-09-01,0,30,5,5,0,18,5,6,3,6,8,11,7
"Northumbria","North","2014","Q3 2014","sep",2014-09-01,0,154,9,8,4,51,1,22,15,60,23,41,15
"North Wales","North","2014","Q3 2014","sep",2014-09-01,0,35,6,5,0,14,1,4,1,5,10,18,2
"North Yorkshire","Nortth","2014","Q3 2014","sep",2014-09-01,0,50,1,8,1,18,3,3,3,15,8,16,12
"Nottinghamshire","East","2014","Q3 2014","sep",2014-09-01,1,95,4,3,5,25,1,18,6,16,16,26,21
"South Wales","West","2014","Q3 2014","sep",2014-09-01,0,101,8,7,2,16,0,9,4,18,6,34,20
"South Yorkshire","North","2014","Q3 2014","sep",2014-09-01,0,98,3,7,4,31,6,17,6,15,5,26,17
"Staffordshire","West","2014","Q3 2014","sep",2014-09-01,0,83,3,6,4,15,6,11,7,19,9,23,10
"Suffolk","East","2014","Q3 2014","sep",2014-09-01,0,24,0,4,4,3,3,4,1,9,5,11,4
"Surrey","South","2014","Q3 2014","sep",2014-09-01,0,54,4,9,4,17,4,9,9,16,29,26,10
"Sussex","South","2014","Q3 2014","sep",2014-09-01,0,78,11,7,3,27,2,15,8,21,22,27,11
"Thames Valley","South","2014","Q3 2014","sep",2014-09-01,3,119,11,7,6,30,4,8,9,21,2,44,40
"Warwickshire","West","2014","Q3 2014","sep",2014-09-01,0,16,1,1,0,3,0,0,1,8,3,14,2
"West Mercia","West","2014","Q3 2014","sep",2014-09-01,0,50,1,2,1,12,2,6,8,15,1,24,2
"West Midlands","West","2014","Q3 2014","sep",2014-09-01,0,166,10,19,37,65,9,13,7,32,34,47,17
"West Yorkshire","North","2014","Q3 2014","sep",2014-09-01,0,168,34,23,11,51,3,17,20,37,10,63,32
"Wiltshire","West","2014","Q3 2014","sep",2014-09-01,0,18,5,3,1,6,0,6,2,5,5,5,7
"National","All","2014","Q4 2014","oct",2014-10-01,8,3271,377,310,144,1025,133,465,346,757,603,1473,789
"Avon and Somerset","West","2014","Q4 2014","oct",2014-10-01,0,73,20,4,1,18,1,5,8,14,18,54,28
"Bedfordshire","East","2014","Q4 2014","oct",2014-10-01,0,33,5,2,3,6,2,7,4,2,4,14,16
"Cambridgeshire","East","2014","Q4 2014","oct",2014-10-01,0,21,2,4,2,14,0,2,1,7,3,21,12
"Cheshire","North","2014","Q4 2014","oct",2014-10-01,0,50,4,6,1,14,5,7,5,9,3,13,2
"Cleveland","North","2014","Q4 2014","oct",2014-10-01,0,32,2,8,0,23,2,17,9,18,14,21,3
"Cumbria","North","2014","Q4 2014","oct",2014-10-01,0,16,1,2,0,5,0,11,3,7,5,9,2
"Derbyshire","East","2014","Q4 2014","oct",2014-10-01,0,58,5,4,3,13,3,13,1,12,16,12,12
"Devon and Cornwall","West","2014","Q4 2014","oct",2014-10-01,0,64,0,3,3,10,2,10,3,6,19,22,16
"Dorset","West","2014","Q4 2014","oct",2014-10-01,0,28,4,0,6,7,2,1,2,5,6,10,1
"Durham","North","2014","Q4 2014","oct",2014-10-01,0,23,7,5,0,23,1,7,3,9,4,10,2
"Dyfed Powys","West","2014","Q4 2014","oct",2014-10-01,0,31,1,4,0,5,1,4,4,8,2,21,10
"Essex","East","2014","Q4 2014","oct",2014-10-01,0,65,15,8,6,18,2,13,9,14,13,31,17
"Gloucestershire","West","2014","Q4 2014","oct",2014-10-01,0,17,0,1,0,13,0,1,1,3,1,10,6
"GreaterManchester","North","2014","Q4 2014","oct",2014-10-01,1,186,32,10,4,36,4,18,17,31,31,45,66
"Gwent","West","2014","Q4 2014","oct",2014-10-01,0,32,7,1,1,10,1,4,1,8,6,27,4
"Hampshire","South","2014","Q4 2014","oct",2014-10-01,0,106,14,10,0,29,9,23,10,16,17,44,15
"Hertfordshire","East","2014","Q4 2014","oct",2014-10-01,0,78,2,5,2,32,3,6,6,13,8,27,23
"Humberside","North","2014","Q4 2014","oct",2014-10-01,0,26,19,6,0,10,0,3,1,10,2,8,9
"Kent","South","2014","Q4 2014","oct",2014-10-01,1,93,4,16,1,57,5,15,11,15,30,29,29
"Lancashire","North","2014","Q4 2014","oct",2014-10-01,1,106,13,5,2,22,3,9,5,19,19,45,28
"Leicestershire","East","2014","Q4 2014","oct",2014-10-01,0,29,4,6,0,16,2,8,5,15,6,8,10
"Lincolnshire","East","2014","Q4 2014","oct",2014-10-01,0,20,2,3,0,18,1,4,3,12,8,23,2
"Merseyside","North","2014","Q4 2014","oct",2014-10-01,0,51,8,3,3,23,1,7,15,34,18,28,21
"Metropolitan and City","South","2014","Q4 2014","oct",2014-10-01,1,642,81,63,50,182,31,50,90,140,129,357,210
"Norfolk","East","2014","Q4 2014","oct",2014-10-01,0,30,1,4,4,12,1,3,8,8,4,10,9
"Northamptonshire","East","2014","Q4 2014","oct",2014-10-01,0,26,1,3,2,15,3,7,2,9,2,16,16
"Northumbria","North","2014","Q4 2014","oct",2014-10-01,0,161,13,9,1,56,6,41,11,68,20,58,10
"North Wales","North","2014","Q4 2014","oct",2014-10-01,0,28,8,2,1,11,0,9,2,4,10,10,4
"North Yorkshire","Nortth","2014","Q4 2014","oct",2014-10-01,0,20,0,4,2,19,1,10,4,18,3,8,4
"Nottinghamshire","East","2014","Q4 2014","oct",2014-10-01,1,76,4,8,4,19,0,11,14,14,20,10,29
"South Wales","West","2014","Q4 2014","oct",2014-10-01,0,151,8,15,2,32,3,19,12,37,17,111,22
"South Yorkshire","North","2014","Q4 2014","oct",2014-10-01,1,54,4,7,1,18,1,14,3,17,6,8,13
"Staffordshire","West","2014","Q4 2014","oct",2014-10-01,0,75,5,4,5,20,0,7,8,7,9,34,2
"Suffolk","East","2014","Q4 2014","oct",2014-10-01,0,31,0,1,0,12,1,4,3,7,1,8,13
"Surrey","South","2014","Q4 2014","oct",2014-10-01,0,88,7,5,3,33,9,17,8,19,29,28,14
"Sussex","South","2014","Q4 2014","oct",2014-10-01,0,73,11,6,2,18,6,13,4,18,21,37,25
"Thames Valley","South","2014","Q4 2014","oct",2014-10-01,0,144,14,12,5,40,7,14,12,26,9,63,43
"Warwickshire","West","2014","Q4 2014","oct",2014-10-01,0,23,2,7,0,3,1,0,0,5,4,27,0
"West Mercia","West","2014","Q4 2014","oct",2014-10-01,0,54,6,1,1,17,0,7,1,16,9,27,4
"West Midlands","West","2014","Q4 2014","oct",2014-10-01,0,203,15,25,19,64,2,21,17,24,39,75,9
"West Yorkshire","North","2014","Q4 2014","oct",2014-10-01,2,121,19,15,3,27,9,19,19,26,12,43,26
"Wiltshire","West","2014","Q4 2014","oct",2014-10-01,0,33,7,3,1,5,2,4,1,7,6,11,2
"National","All","2014","Q4 2014","nov",2014-11-01,19,3037,343,280,129,897,116,399,279,735,462,1277,756
"Avon and Somerset","West","2014","Q4 2014","nov",2014-11-01,0,72,13,2,1,15,4,7,9,17,17,42,19
"Bedfordshire","East","2014","Q4 2014","nov",2014-11-01,0,44,1,2,3,21,1,4,1,6,2,10,16
"Cambridgeshire","East","2014","Q4 2014","nov",2014-11-01,0,17,2,0,0,17,0,4,4,5,6,8,6
"Cheshire","North","2014","Q4 2014","nov",2014-11-01,1,44,0,3,0,12,1,4,2,9,9,6,11
"Cleveland","North","2014","Q4 2014","nov",2014-11-01,0,38,3,4,0,18,0,7,2,23,3,11,1
"Cumbria","North","2014","Q4 2014","nov",2014-11-01,0,20,0,0,0,3,1,2,1,6,9,17,2
"Derbyshire","East","2014","Q4 2014","nov",2014-11-01,0,63,4,12,5,23,1,6,5,11,6,16,6
"Devon and Cornwall","West","2014","Q4 2014","nov",2014-11-01,5,56,1,1,0,8,0,8,5,9,11,13,15
"Dorset","West","2014","Q4 2014","nov",2014-11-01,0,30,4,2,2,8,0,3,1,3,6,5,7
"Durham","North","2014","Q4 2014","nov",2014-11-01,0,28,2,2,0,11,0,5,0,14,11,3,3
"Dyfed Powys","West","2014","Q4 2014","nov",2014-11-01,0,31,1,4,0,11,1,3,2,3,2,19,4
"Essex","East","2014","Q4 2014","nov",2014-11-01,1,74,17,4,3,24,5,13,6,12,7,31,17
"Gloucestershire","West","2014","Q4 2014","nov",2014-11-01,0,11,2,0,3,2,0,6,2,3,2,4,7
"GreaterManchester","North","2014","Q4 2014","nov",2014-11-01,2,136,27,8,6,29,1,17,15,22,22,53,49
"Gwent","West","2014","Q4 2014","nov",2014-11-01,0,22,1,3,0,4,1,1,3,2,4,7,7
"Hampshire","South","2014","Q4 2014","nov",2014-11-01,0,86,14,10,3,18,3,6,11,22,7,38,16
"Hertfordshire","East","2014","Q4 2014","nov",2014-11-01,0,67,0,6,2,27,0,8,6,8,3,41,16
"Humberside","North","2014","Q4 2014","nov",2014-11-01,0,28,9,4,4,13,2,3,7,7,1,20,12
"Kent","South","2014","Q4 2014","nov",2014-11-01,0,104,11,13,1,55,8,26,10,15,33,37,43
"Lancashire","North","2014","Q4 2014","nov",2014-11-01,0,110,17,5,2,12,2,18,4,20,24,35,15
"Leicestershire","East","2014","Q4 2014","nov",2014-11-01,0,37,8,1,1,7,3,7,5,12,1,17,12
"Lincolnshire","East","2014","Q4 2014","nov",2014-11-01,0,29,2,1,0,7,1,2,3,5,6,33,9
"Merseyside","North","2014","Q4 2014","nov",2014-11-01,0,77,5,4,5,18,2,7,12,31,14,27,28
"Metropolitan and City","South","2014","Q4 2014","nov",2014-11-01,3,577,76,79,45,144,34,50,55,151,100,325,258
"Norfolk","East","2014","Q4 2014","nov",2014-11-01,0,47,1,0,0,18,0,6,2,11,4,12,4
"Northamptonshire","East","2014","Q4 2014","nov",2014-11-01,0,27,4,5,3,15,5,5,6,4,3,11,10
"Northumbria","North","2014","Q4 2014","nov",2014-11-01,0,104,12,6,0,68,13,36,13,56,20,55,10
"North Wales","North","2014","Q4 2014","nov",2014-11-01,0,41,6,7,3,5,0,8,0,5,5,24,6
"North Yorkshire","Nortth","2014","Q4 2014","nov",2014-11-01,0,29,3,0,0,14,0,6,4,17,3,15,9
"Nottinghamshire","East","2014","Q4 2014","nov",2014-11-01,1,82,4,2,2,14,4,4,2,10,5,12,14
"South Wales","West","2014","Q4 2014","nov",2014-11-01,0,112,9,7,1,20,0,12,7,39,8,54,16
"South Yorkshire","North","2014","Q4 2014","nov",2014-11-01,0,85,1,11,3,25,2,19,4,18,8,10,13
"Staffordshire","West","2014","Q4 2014","nov",2014-11-01,0,58,6,5,2,9,1,7,7,16,8,32,3
"Suffolk","East","2014","Q4 2014","nov",2014-11-01,0,39,3,0,0,6,0,3,4,9,2,9,8
"Surrey","South","2014","Q4 2014","nov",2014-11-01,0,54,6,8,0,23,0,5,4,5,11,21,9
"Sussex","South","2014","Q4 2014","nov",2014-11-01,0,86,11,11,1,18,1,9,12,11,14,17,12
"Thames Valley","South","2014","Q4 2014","nov",2014-11-01,1,145,20,10,2,38,3,16,23,36,10,55,18
"Warwickshire","West","2014","Q4 2014","nov",2014-11-01,0,18,2,4,0,10,2,3,0,4,3,13,2
"West Mercia","West","2014","Q4 2014","nov",2014-11-01,3,32,4,1,1,16,2,6,1,2,2,22,0
"West Midlands","West","2014","Q4 2014","nov",2014-11-01,0,157,16,18,19,64,9,14,12,53,38,53,17
"West Yorkshire","North","2014","Q4 2014","nov",2014-11-01,2,106,12,12,5,21,3,19,7,13,11,38,25
"Wiltshire","West","2014","Q4 2014","nov",2014-11-01,0,14,3,3,1,6,0,4,0,10,1,6,1
"National","All","2014","Q4 2014","dec",2014-12-01,13,2899,325,222,127,869,99,378,275,636,407,1213,752
"Avon and Somerset","West","2014","Q4 2014","dec",2014-12-01,0,65,23,1,1,15,1,14,2,11,6,41,30
"Bedfordshire","East","2014","Q4 2014","dec",2014-12-01,0,33,1,1,1,8,1,5,3,3,3,6,8
"Cambridgeshire","East","2014","Q4 2014","dec",2014-12-01,0,23,1,4,1,8,0,4,2,9,1,12,8
"Cheshire","North","2014","Q4 2014","dec",2014-12-01,0,50,4,1,1,16,0,1,2,9,7,8,15
"Cleveland","North","2014","Q4 2014","dec",2014-12-01,0,37,3,5,3,35,0,11,9,28,4,11,0
"Cumbria","North","2014","Q4 2014","dec",2014-12-01,0,18,0,2,0,4,0,2,3,3,3,10,5
"Derbyshire","East","2014","Q4 2014","dec",2014-12-01,0,41,3,6,2,11,2,6,7,10,5,15,17
"Devon and Cornwall","West","2014","Q4 2014","dec",2014-12-01,0,59,0,4,0,15,0,7,3,7,8,18,18
"Dorset","West","2014","Q4 2014","dec",2014-12-01,0,27,2,0,0,4,2,3,1,6,5,8,3
"Durham","North","2014","Q4 2014","dec",2014-12-01,0,27,3,5,0,17,0,7,3,13,4,3,0
"Dyfed Powys","West","2014","Q4 2014","dec",2014-12-01,0,33,2,3,0,5,0,1,2,8,0,12,1
"Essex","East","2014","Q4 2014","dec",2014-12-01,1,82,11,6,1,16,5,14,11,15,6,28,14
"Gloucestershire","West","2014","Q4 2014","dec",2014-12-01,0,20,2,3,0,8,0,1,1,4,4,2,2
"GreaterManchester","North","2014","Q4 2014","dec",2014-12-01,1,134,26,10,3,22,5,10,8,22,12,58,38
"Gwent","West","2014","Q4 2014","dec",2014-12-01,0,18,1,2,0,3,0,3,0,6,2,15,4
"Hampshire","South","2014","Q4 2014","dec",2014-12-01,0,105,12,5,5,16,2,10,5,12,6,27,23
"Hertfordshire","East","2014","Q4 2014","dec",2014-12-01,0,62,0,4,3,13,1,4,7,13,5,27,12
"Humberside","North","2014","Q4 2014","dec",2014-12-01,0,35,16,5,2,27,1,8,5,16,2,23,7
"Kent","South","2014","Q4 2014","dec",2014-12-01,0,64,11,6,7,42,1,11,2,17,23,28,38
"Lancashire","North","2014","Q4 2014","dec",2014-12-01,0,81,13,3,3,13,3,25,5,13,15,36,22
"Leicestershire","East","2014","Q4 2014","dec",2014-12-01,0,34,1,1,1,12,1,6,5,3,2,12,9
"Lincolnshire","East","2014","Q4 2014","dec",2014-12-01,0,17,0,4,1,14,0,2,0,5,7,16,10
"Merseyside","North","2014","Q4 2014","dec",2014-12-01,0,83,6,6,1,28,1,12,12,17,16,17,19
"Metropolitan and City","South","2014","Q4 2014","dec",2014-12-01,9,582,65,51,44,140,36,61,73,128,101,309,221
"Norfolk","East","2014","Q4 2014","dec",2014-12-01,0,33,1,3,1,17,1,9,3,13,2,21,7
"Northamptonshire","East","2014","Q4 2014","dec",2014-12-01,0,42,3,0,0,18,2,6,4,12,2,12,17
"Northumbria","North","2014","Q4 2014","dec",2014-12-01,0,102,14,9,2,55,2,24,15,37,16,41,14
"North Wales","North","2014","Q4 2014","dec",2014-12-01,0,30,9,0,0,5,0,5,1,8,1,12,3
"North Yorkshire","Nortth","2014","Q4 2014","dec",2014-12-01,0,37,0,6,1,25,3,4,2,16,4,16,9
"Nottinghamshire","East","2014","Q4 2014","dec",2014-12-01,2,61,5,7,1,11,1,7,7,9,10,10,23
"South Wales","West","2014","Q4 2014","dec",2014-12-01,0,106,13,3,3,16,4,9,4,23,1,83,17
"South Yorkshire","North","2014","Q4 2014","dec",2014-12-01,0,64,2,4,3,22,0,6,8,11,5,10,14
"Staffordshire","West","2014","Q4 2014","dec",2014-12-01,0,62,6,8,2,17,0,7,6,10,4,24,3
"Suffolk","East","2014","Q4 2014","dec",2014-12-01,0,22,2,0,0,9,1,2,5,5,4,7,8
"Surrey","South","2014","Q4 2014","dec",2014-12-01,0,27,3,1,0,12,1,1,6,7,8,17,14
"Sussex","South","2014","Q4 2014","dec",2014-12-01,0,73,6,7,3,23,2,9,4,24,16,23,23
