"county","region","year","quarter","month","yearandmonth","homicide_conv","offences_against_the_person_conv","sexual_offences_conv","burglary_conv","robbery_conv","theft_and_handling_conv","fraud_and_forgery_conv","criminal_damage_conv","drugs_offences_conv","public_order_offences_conv","all_other_offences__excluding_motoring__conv","motoring_offences_conv"
"Avon and Somerset","West","2016","Q4 2016","nov",2016-11-01,0,257,53,39,9,224,13,73,91,78,22,209
"Bedfordshire","East","2016","Q4 2016","nov",2016-11-01,1,81,8,10,0,72,2,10,33,17,6,84
"Cambridgeshire","East","2016","Q4 2016","nov",2016-11-01,2,122,9,18,5,84,5,27,36,30,16,94
"Cheshire","North","2016","Q4 2016","nov",2016-11-01,2,290,24,32,10,177,19,38,71,113,18,192
"Cleveland","North","2016","Q4 2016","nov",2016-11-01,0,148,11,24,4,201,7,38,54,58,20,82
"Cumbria","North","2016","Q4 2016","nov",2016-11-01,0,100,6,7,1,91,10,25,23,37,11,109
"Derbyshire","East","2016","Q4 2016","nov",2016-11-01,1,181,6,15,2,122,7,42,48,51,14,93
"Devon and Cornwall","West","2016","Q4 2016","nov",2016-11-01,2,184,13,22,1,104,8,35,65,78,33,212
"Dorset","West","2016","Q4 2016","nov",2016-11-01,0,106,9,8,2,68,10,18,36,35,10,101
"Durham","North","2016","Q4 2016","nov",2016-11-01,1,108,8,18,1,115,6,22,20,29,7,96
"Dyfed Powys","West","2016","Q4 2016","nov",2016-11-01,2,80,2,6,1,40,2,14,45,16,5,65
"Essex","East","2016","Q4 2016","nov",2016-11-01,1,303,49,30,2,127,20,54,97,60,23,191
"Gloucestershire","West","2016","Q4 2016","nov",2016-11-01,0,68,4,8,0,106,9,20,34,17,7,78
"GreaterManchester","North","2016","Q4 2016","nov",2016-11-01,13,561,95,61,23,227,26,92,98,108,40,326
"Gwent","West","2016","Q4 2016","nov",2016-11-01,2,107,10,14,3,90,13,24,41,28,1,90
"Hampshire","South","2016","Q4 2016","nov",2016-11-01,1,247,33,23,4,188,21,32,79,72,17,195
"Hertfordshire","East","2016","Q4 2016","nov",2016-11-01,1,184,11,18,4,189,22,29,80,60,8,128
"Humberside","North","2016","Q4 2016","nov",2016-11-01,1,217,20,22,8,140,16,40,59,66,13,111
"Kent","South","2016","Q4 2016","nov",2016-11-01,2,301,27,23,11,152,32,41,96,84,23,174
"Lancashire","North","2016","Q4 2016","nov",2016-11-01,1,252,20,50,6,253,18,56,62,102,30,239
"Leicestershire","East","2016","Q4 2016","nov",2016-11-01,1,167,20,23,5,94,14,29,30,29,6,108
"Lincolnshire","East","2016","Q4 2016","nov",2016-11-01,2,138,3,17,7,90,6,27,31,57,10,167
"Merseyside","North","2016","Q4 2016","nov",2016-11-01,4,368,37,19,8,221,25,38,189,85,30,272
"Metropolitan and City","South","2016","Q4 2016","nov",2016-11-01,15,1788,178,212,84,972,266,222,1093,510,101,1044
"Norfolk","East","2016","Q4 2016","nov",2016-11-01,0,151,17,12,4,137,10,36,71,90,16,121
"Northamptonshire","East","2016","Q4 2016","nov",2016-11-01,0,121,9,11,3,70,17,24,25,23,7,77
"Northumbria","North","2016","Q4 2016","nov",2016-11-01,1,306,52,46,8,289,31,81,75,148,14,187
"North Wales","North","2016","Q4 2016","nov",2016-11-01,3,140,15,18,0,104,9,23,39,53,18,101
"North Yorkshire","Nortth","2016","Q4 2016","nov",2016-11-01,0,139,13,12,1,132,5,33,56,48,16,97
"Nottinghamshire","East","2016","Q4 2016","nov",2016-11-01,5,281,51,31,2,188,16,37,105,76,17,170
"South Wales","West","2016","Q4 2016","nov",2016-11-01,5,351,35,31,7,231,21,68,156,97,14,274
"South Yorkshire","North","2016","Q4 2016","nov",2016-11-01,2,232,13,31,4,269,13,64,77,94,15,202
"Staffordshire","West","2016","Q4 2016","nov",2016-11-01,0,197,33,20,0,152,13,52,83,62,13,165
"Suffolk","East","2016","Q4 2016","nov",2016-11-01,1,111,6,7,1,48,11,25,42,29,1,85
"Surrey","South","2016","Q4 2016","nov",2016-11-01,0,123,19,10,0,40,7,12,41,25,10,123
"Sussex","South","2016","Q4 2016","nov",2016-11-01,0,245,32,35,13,128,14,28,105,67,4,199
"Thames Valley","South","2016","Q4 2016","nov",2016-11-01,5,342,41,47,5,215,23,56,124,88,18,241
"Warwickshire","West","2016","Q4 2016","nov",2016-11-01,0,86,16,2,0,56,9,17,13,22,2,56
"West Mercia","West","2016","Q4 2016","nov",2016-11-01,2,218,35,24,1,163,16,35,66,87,16,218
"West Midlands","West","2016","Q4 2016","nov",2016-11-01,7,782,65,66,44,574,77,96,246,251,60,378
"West Yorkshire","North","2016","Q4 2016","nov",2016-11-01,2,509,56,61,16,333,16,99,155,136,29,319
"Wiltshire","West","2016","Q4 2016","nov",2016-11-01,1,111,15,14,5,58,10,19,17,29,6,74
"National","All","2016","Q4 2016","dec",2016-12-01,125,9015,992,1040,284,6707,762,1596,3608,2766,635,6656
"Avon and Somerset","West","2016","Q4 2016","dec",2016-12-01,6,299,37,30,9,205,9,40,81,74,16,164
"Bedfordshire","East","2016","Q4 2016","dec",2016-12-01,1,70,3,5,4,58,8,18,30,19,4,95
"Cambridgeshire","East","2016","Q4 2016","dec",2016-12-01,1,96,6,22,1,114,10,11,34,23,3,105
"Cheshire","North","2016","Q4 2016","dec",2016-12-01,1,192,20,9,3,169,12,29,73,71,13,172
"Cleveland","North","2016","Q4 2016","dec",2016-12-01,4,124,6,40,3,200,29,24,65,49,14,85
"Cumbria","North","2016","Q4 2016","dec",2016-12-01,2,97,5,6,4,83,5,25,35,46,5,90
"Derbyshire","East","2016","Q4 2016","dec",2016-12-01,1,112,11,14,2,128,4,34,45,41,7,69
"Devon and Cornwall","West","2016","Q4 2016","dec",2016-12-01,5,183,12,21,1,145,10,35,82,67,18,173
"Dorset","West","2016","Q4 2016","dec",2016-12-01,0,117,9,11,5,77,5,19,41,28,3,86
"Durham","North","2016","Q4 2016","dec",2016-12-01,1,88,4,17,0,105,6,23,13,21,5,100
"Dyfed Powys","West","2016","Q4 2016","dec",2016-12-01,1,69,3,7,1,21,1,14,38,16,4,69
"Essex","East","2016","Q4 2016","dec",2016-12-01,6,238,41,35,6,173,16,33,82,42,15,163
"Gloucestershire","West","2016","Q4 2016","dec",2016-12-01,3,63,2,11,3,46,5,8,23,7,4,55
"GreaterManchester","North","2016","Q4 2016","dec",2016-12-01,6,474,85,58,31,231,26,84,147,100,42,284
"Gwent","West","2016","Q4 2016","dec",2016-12-01,1,105,11,16,0,76,6,21,33,36,4,87
"Hampshire","South","2016","Q4 2016","dec",2016-12-01,4,196,26,30,2,185,18,36,88,56,15,175
"Hertfordshire","East","2016","Q4 2016","dec",2016-12-01,5,144,9,7,2,128,17,24,67,32,12,121
"Humberside","North","2016","Q4 2016","dec",2016-12-01,1,201,25,39,7,141,10,40,53,71,13,101
"Kent","South","2016","Q4 2016","dec",2016-12-01,7,243,21,23,4,134,23,32,85,59,25,125
"Lancashire","North","2016","Q4 2016","dec",2016-12-01,2,215,15,44,6,204,14,49,64,98,15,201
"Leicestershire","East","2016","Q4 2016","dec",2016-12-01,3,135,23,13,2,82,9,29,21,36,4,107
"Lincolnshire","East","2016","Q4 2016","dec",2016-12-01,2,132,9,24,5,97,12,19,21,36,11,106
"Merseyside","North","2016","Q4 2016","dec",2016-12-01,2,310,20,16,6,163,10,40,167,58,15,210
"Metropolitan and City","South","2016","Q4 2016","dec",2016-12-01,20,1461,152,166,62,880,247,216,973,442,96,950
"Norfolk","East","2016","Q4 2016","dec",2016-12-01,0,146,9,17,2,125,5,16,54,75,12,141
"Northamptonshire","East","2016","Q4 2016","dec",2016-12-01,1,77,4,7,5,69,3,22,25,24,4,65
"Northumbria","North","2016","Q4 2016","dec",2016-12-01,6,240,34,42,2,278,22,57,62,131,20,183
"North Wales","North","2016","Q4 2016","dec",2016-12-01,0,125,23,9,2,108,11,32,27,45,11,97
"North Yorkshire","Nortth","2016","Q4 2016","dec",2016-12-01,1,107,4,5,1,120,5,40,29,35,14,119
"Nottinghamshire","East","2016","Q4 2016","dec",2016-12-01,5,212,46,24,4,147,12,43,111,80,24,139
"South Wales","West","2016","Q4 2016","dec",2016-12-01,6,317,26,27,4,214,19,53,138,117,9,206
"South Yorkshire","North","2016","Q4 2016","dec",2016-12-01,3,212,12,20,7,196,13,50,69,78,9,158
"Staffordshire","West","2016","Q4 2016","dec",2016-12-01,0,175,23,28,3,160,7,32,52,64,12,146
"Suffolk","East","2016","Q4 2016","dec",2016-12-01,1,106,7,6,2,52,2,22,35,33,7,96
"Surrey","South","2016","Q4 2016","dec",2016-12-01,0,95,16,4,3,56,7,15,28,20,6,93
"Sussex","South","2016","Q4 2016","dec",2016-12-01,0,196,21,21,8,94,9,28,67,51,18,182
"Thames Valley","South","2016","Q4 2016","dec",2016-12-01,3,295,44,31,12,216,31,47,114,74,22,233
"Warwickshire","West","2016","Q4 2016","dec",2016-12-01,1,60,13,6,0,81,8,12,16,30,1,59
"West Mercia","West","2016","Q4 2016","dec",2016-12-01,1,204,24,6,2,149,11,29,57,53,11,199
"West Midlands","West","2016","Q4 2016","dec",2016-12-01,6,587,64,62,39,504,50,101,206,203,54,309
"West Yorkshire","North","2016","Q4 2016","dec",2016-12-01,6,413,59,57,16,232,25,77,129,108,34,270
"Wiltshire","West","2016","Q4 2016","dec",2016-12-01,0,84,8,4,3,61,10,17,28,17,4,68
"National","All","2017","Q1 2017","jan",2017-01-01,83,10719,1060,1192,317,7846,914,1985,3930,3344,749,7913
"Avon and Somerset","West","2017","Q1 2017","jan",2017-01-01,3,275,42,33,3,187,23,59,69,96,6,219
"Bedfordshire","East","2017","Q1 2017","jan",2017-01-01,0,97,3,10,1,59,10,14,25,26,8,109
"Cambridgeshire","East","2017","Q1 2017","jan",2017-01-01,3,126,10,14,2,104,8,22,32,41,9,84
"Cheshire","North","2017","Q1 2017","jan",2017-01-01,2,274,12,17,4,206,8,41,95,107,26,181
"Cleveland","North","2017","Q1 2017","jan",2017-01-01,2,137,3,37,3,198,19,43,76,57,8,74
"Cumbria","North","2017","Q1 2017","jan",2017-01-01,1,137,5,8,4,111,2,27,32,41,9,125
"Derbyshire","East","2017","Q1 2017","jan",2017-01-01,1,181,7,11,2,171,7,51,54,66,18,101
"Devon and Cornwall","West","2017","Q1 2017","jan",2017-01-01,3,209,21,23,4,135,16,43,63,61,7,196
"Dorset","West","2017","Q1 2017","jan",2017-01-01,1,135,6,19,2,91,9,11,38,37,9,104
"Durham","North","2017","Q1 2017","jan",2017-01-01,1,118,3,17,0,112,4,30,14,25,12,104
"Dyfed Powys","West","2017","Q1 2017","jan",2017-01-01,1,82,6,4,0,44,10,10,38,20,7,93
"Essex","East","2017","Q1 2017","jan",2017-01-01,6,255,48,24,3,154,24,57,114,45,11,235
"Gloucestershire","West","2017","Q1 2017","jan",2017-01-01,0,75,2,9,2,78,10,16,38,16,2,83
"GreaterManchester","North","2017","Q1 2017","jan",2017-01-01,3,605,82,49,27,250,28,83,107,192,58,360
"Gwent","West","2017","Q1 2017","jan",2017-01-01,0,106,10,15,8,102,6,20,34,32,5,84
"Hampshire","South","2017","Q1 2017","jan",2017-01-01,3,293,38,34,4,226,13,68,68,64,15,245
"Hertfordshire","East","2017","Q1 2017","jan",2017-01-01,0,201,16,20,3,164,16,24,72,50,11,160
"Humberside","North","2017","Q1 2017","jan",2017-01-01,0,224,22,30,6,176,9,54,54,85,8,121
"Kent","South","2017","Q1 2017","jan",2017-01-01,5,319,18,36,4,168,28,64,87,78,25,194
"Lancashire","North","2017","Q1 2017","jan",2017-01-01,4,274,22,43,12,256,13,53,49,99,33,249
"Leicestershire","East","2017","Q1 2017","jan",2017-01-01,0,178,25,24,1,95,9,33,39,44,12,121
"Lincolnshire","East","2017","Q1 2017","jan",2017-01-01,2,126,3,14,1,95,11,39,39,58,11,146
"Merseyside","North","2017","Q1 2017","jan",2017-01-01,2,342,25,28,10,245,21,67,206,85,18,245
"Metropolitan and City","South","2017","Q1 2017","jan",2017-01-01,20,1713,162,214,93,997,266,253,1075,473,112,997
"Norfolk","East","2017","Q1 2017","jan",2017-01-01,0,182,12,14,5,165,22,30,50,81,10,104
"Northamptonshire","East","2017","Q1 2017","jan",2017-01-01,0,120,8,15,3,65,7,20,35,34,4,109
"Northumbria","North","2017","Q1 2017","jan",2017-01-01,1,241,28,40,7,303,14,62,65,153,9,234
"North Wales","North","2017","Q1 2017","jan",2017-01-01,0,168,23,24,1,115,11,33,29,63,11,124
"North Yorkshire","Nortth","2017","Q1 2017","jan",2017-01-01,2,147,9,17,1,116,16,28,43,58,15,109
"Nottinghamshire","East","2017","Q1 2017","jan",2017-01-01,1,259,41,23,4,218,9,51,108,87,23,180
"South Wales","West","2017","Q1 2017","jan",2017-01-01,1,367,37,37,9,278,24,71,159,128,19,229
"South Yorkshire","North","2017","Q1 2017","jan",2017-01-01,1,230,11,33,5,255,6,61,60,100,15,208
"Staffordshire","West","2017","Q1 2017","jan",2017-01-01,1,201,37,24,1,160,13,40,77,69,18,166
"Suffolk","East","2017","Q1 2017","jan",2017-01-01,1,106,6,7,2,64,14,27,34,35,7,73
"Surrey","South","2017","Q1 2017","jan",2017-01-01,1,124,20,10,0,50,26,12,36,25,10,96
"Sussex","South","2017","Q1 2017","jan",2017-01-01,0,206,32,29,4,151,18,32,82,53,10,216
"Thames Valley","South","2017","Q1 2017","jan",2017-01-01,2,315,44,26,9,211,29,58,106,108,25,297
"Warwickshire","West","2017","Q1 2017","jan",2017-01-01,2,86,4,9,1,78,1,21,30,26,8,115
"West Mercia","West","2017","Q1 2017","jan",2017-01-01,1,214,23,15,3,170,14,26,72,77,14,229
"West Midlands","West","2017","Q1 2017","jan",2017-01-01,4,686,62,57,41,589,74,102,218,200,64,385
"West Yorkshire","North","2017","Q1 2017","jan",2017-01-01,1,484,63,66,18,370,33,109,166,113,41,330
"Wiltshire","West","2017","Q1 2017","jan",2017-01-01,1,101,9,13,4,64,13,20,42,36,6,79
"National","All","2017","Q1 2017","feb",2017-02-01,75,9993,1062,1158,372,7195,904,1827,3843,2942,667,7078
"Avon and Somerset","West","2017","Q1 2017","feb",2017-02-01,1,247,35,37,8,208,13,67,93,73,7,183
"Bedfordshire","East","2017","Q1 2017","feb",2017-02-01,3,80,6,15,3,68,11,15,35,30,10,72
"Cambridgeshire","East","2017","Q1 2017","feb",2017-02-01,1,132,7,16,5,108,16,28,25,25,8,76
"Cheshire","North","2017","Q1 2017","feb",2017-02-01,0,238,21,23,8,168,19,40,99,76,7,182
"Cleveland","North","2017","Q1 2017","feb",2017-02-01,1,104,15,22,8,150,11,31,64,33,6,67
"Cumbria","North","2017","Q1 2017","feb",2017-02-01,0,84,6,9,0,65,7,17,20,28,3,81
"Derbyshire","East","2017","Q1 2017","feb",2017-02-01,2,188,6,24,5,147,17,28,58,47,9,107
"Devon and Cornwall","West","2017","Q1 2017","feb",2017-02-01,4,230,19,22,5,117,15,23,61,51,8,166
"Dorset","West","2017","Q1 2017","feb",2017-02-01,0,119,13,19,3,71,5,16,44,33,4,87
"Durham","North","2017","Q1 2017","feb",2017-02-01,0,110,4,14,1,107,11,21,19,17,6,72
"Dyfed Powys","West","2017","Q1 2017","feb",2017-02-01,0,73,5,12,0,31,2,21,42,18,5,62
"Essex","East","2017","Q1 2017","feb",2017-02-01,1,248,40,23,8,167,29,44,93,45,8,207
"Gloucestershire","West","2017","Q1 2017","feb",2017-02-01,1,83,5,14,7,78,9,14,32,16,5,73
"GreaterManchester","North","2017","Q1 2017","feb",2017-02-01,4,534,86,49,20,216,29,68,98,120,47,319
"Gwent","West","2017","Q1 2017","feb",2017-02-01,0,86,6,9,1,77,2,31,34,23,6,90
"Hampshire","South","2017","Q1 2017","feb",2017-02-01,2,259,22,29,4,193,22,47,73,70,14,167
"Hertfordshire","East","2017","Q1 2017","feb",2017-02-01,3,203,17,12,3,209,28,23,79,49,9,149
"Humberside","North","2017","Q1 2017","feb",2017-02-01,2,187,19,21,8,142,8,41,59,68,11,115
"Kent","South","2017","Q1 2017","feb",2017-02-01,5,272,24,39,9,155,36,67,93,71,19,169
"Lancashire","North","2017","Q1 2017","feb",2017-02-01,0,213,20,46,15,255,20,66,72,101,12,211
"Leicestershire","East","2017","Q1 2017","feb",2017-02-01,3,153,27,18,9,92,11,26,21,29,12,70
"Lincolnshire","East","2017","Q1 2017","feb",2017-02-01,0,115,2,12,4,103,10,24,37,48,8,132
"Merseyside","North","2017","Q1 2017","feb",2017-02-01,1,312,30,30,7,195,20,64,187,95,16,257
"Metropolitan and City","South","2017","Q1 2017","feb",2017-02-01,15,1619,160,156,94,899,231,219,991,441,87,1019
"Norfolk","East","2017","Q1 2017","feb",2017-02-01,0,188,14,16,4,141,11,52,51,85,11,119
"Northamptonshire","East","2017","Q1 2017","feb",2017-02-01,1,111,4,3,5,77,15,23,21,25,8,89
"Northumbria","North","2017","Q1 2017","feb",2017-02-01,0,265,50,47,7,312,21,53,60,136,22,218
"North Wales","North","2017","Q1 2017","feb",2017-02-01,1,134,13,19,1,109,8,30,45,51,9,101
"North Yorkshire","Nortth","2017","Q1 2017","feb",2017-02-01,0,128,13,11,6,95,10,34,44,53,20,101
"Nottinghamshire","East","2017","Q1 2017","feb",2017-02-01,2,256,41,31,8,169,36,38,111,74,17,119
"South Wales","West","2017","Q1 2017","feb",2017-02-01,3,342,27,38,6,264,19,62,166,107,13,216
"South Yorkshire","North","2017","Q1 2017","feb",2017-02-01,3,200,14,38,7,214,11,53,69,76,26,142
"Staffordshire","West","2017","Q1 2017","feb",2017-02-01,0,208,23,31,4,180,8,50,89,45,19,164
"Suffolk","East","2017","Q1 2017","feb",2017-02-01,0,118,4,15,8,65,7,23,41,28,10,75
"Surrey","South","2017","Q1 2017","feb",2017-02-01,0,115,16,11,1,44,10,8,25,25,5,98
"Sussex","South","2017","Q1 2017","feb",2017-02-01,0,199,31,22,8,126,33,31,75,57,11,178
"Thames Valley","South","2017","Q1 2017","feb",2017-02-01,2,290,51,32,12,273,43,65,138,102,37,334
"Warwickshire","West","2017","Q1 2017","feb",2017-02-01,0,62,6,7,0,72,6,11,24,21,8,84
"West Mercia","West","2017","Q1 2017","feb",2017-02-01,2,234,31,21,8,136,11,31,49,74,20,230
"West Midlands","West","2017","Q1 2017","feb",2017-02-01,3,701,67,72,38,491,56,113,230,249,42,300
"West Yorkshire","North","2017","Q1 2017","feb",2017-02-01,9,456,54,61,12,340,13,101,155,104,54,302
"Wiltshire","West","2017","Q1 2017","feb",2017-02-01,0,97,8,12,2,66,4,8,21,23,8,75
"National","All","2017","Q1 2017","mar",2017-03-01,103,11278,1126,1270,387,8137,1062,1928,4375,3336,796,7982
"Avon and Somerset","West","2017","Q1 2017","mar",2017-03-01,0,299,51,23,0,217,22,51,95,55,19,208
"Bedfordshire","East","2017","Q1 2017","mar",2017-03-01,0,88,6,11,5,89,11,14,42,32,10,96
"Cambridgeshire","East","2017","Q1 2017","mar",2017-03-01,1,156,18,14,4,121,15,27,44,47,14,104
"Cheshire","North","2017","Q1 2017","mar",2017-03-01,1,251,17,22,1,174,20,43,89,119,25,222
"Cleveland","North","2017","Q1 2017","mar",2017-03-01,0,140,10,31,4,212,10,33,71,49,7,92
"Cumbria","North","2017","Q1 2017","mar",2017-03-01,3,139,5,6,1,88,2,23,33,42,2,86
"Derbyshire","East","2017","Q1 2017","mar",2017-03-01,0,158,5,18,11,127,15,39,50,48,11,95
"Devon and Cornwall","West","2017","Q1 2017","mar",2017-03-01,2,207,14,27,5,114,15,45,79,77,6,177
"Dorset","West","2017","Q1 2017","mar",2017-03-01,0,141,9,6,2,106,6,26,50,43,10,111
"Durham","North","2017","Q1 2017","mar",2017-03-01,1,147,4,22,0,135,10,18,20,32,5,85
"Dyfed Powys","West","2017","Q1 2017","mar",2017-03-01,0,81,8,10,1,31,4,21,37,20,6,63
"Essex","East","2017","Q1 2017","mar",2017-03-01,5,271,52,39,6,170,13,44,116,68,8,203
"Gloucestershire","West","2017","Q1 2017","mar",2017-03-01,2,60,6,18,2,81,9,16,22,14,2,66
"GreaterManchester","North","2017","Q1 2017","mar",2017-03-01,6,631,95,83,28,241,82,85,135,165,41,392
"Gwent","West","2017","Q1 2017","mar",2017-03-01,1,105,16,7,3,107,8,26,68,24,6,85
"Hampshire","South","2017","Q1 2017","mar",2017-03-01,1,278,33,28,2,219,16,56,84,62,10,216
"Hertfordshire","East","2017","Q1 2017","mar",2017-03-01,1,206,8,19,12,220,30,24,101,45,12,135
"Humberside","North","2017","Q1 2017","mar",2017-03-01,0,244,24,25,5,180,11,50,69,65,15,116
"Kent","South","2017","Q1 2017","mar",2017-03-01,7,317,29,27,5,196,29,62,92,69,33,189
"Lancashire","North","2017","Q1 2017","mar",2017-03-01,1,274,28,45,15,249,22,54,73,81,29,289
"Leicestershire","East","2017","Q1 2017","mar",2017-03-01,6,170,28,28,5,105,27,20,46,44,17,129
"Lincolnshire","East","2017","Q1 2017","mar",2017-03-01,4,152,5,19,0,107,10,34,34,49,5,120
"Merseyside","North","2017","Q1 2017","mar",2017-03-01,3,314,33,30,10,241,35,57,209,99,20,307
"Metropolitan and City","South","2017","Q1 2017","mar",2017-03-01,20,1904,144,213,106,1099,299,278,1107,518,151,1046
"Norfolk","East","2017","Q1 2017","mar",2017-03-01,0,198,14,17,4,168,5,44,87,96,21,122
"Northamptonshire","East","2017","Q1 2017","mar",2017-03-01,2,135,8,15,8,80,13,22,33,32,11,107
"Northumbria","North","2017","Q1 2017","mar",2017-03-01,6,312,49,48,6,397,32,58,75,168,18,229
"North Wales","North","2017","Q1 2017","mar",2017-03-01,0,142,20,11,2,102,4,30,28,66,8,117
"North Yorkshire","Nortth","2017","Q1 2017","mar",2017-03-01,1,132,5,14,3,104,18,31,43,43,15,123
"Nottinghamshire","East","2017","Q1 2017","mar",2017-03-01,1,263,43,38,11,175,16,51,119,79,22,158
"South Wales","West","2017","Q1 2017","mar",2017-03-01,2,338,32,32,12,262,21,57,157,97,20,264
"South Yorkshire","North","2017","Q1 2017","mar",2017-03-01,2,235,14,30,10,289,16,56,86,98,9,169
"Staffordshire","West","2017","Q1 2017","mar",2017-03-01,0,239,19,37,7,157,8,41,85,68,23,150
"Suffolk","East","2017","Q1 2017","mar",2017-03-01,0,122,10,6,1,64,13,22,50,27,5,87
"Surrey","South","2017","Q1 2017","mar",2017-03-01,0,123,18,7,2,66,19,18,36,36,12,106
"Sussex","South","2017","Q1 2017","mar",2017-03-01,1,238,30,19,3,109,13,34,88,39,11,216
"Thames Valley","South","2017","Q1 2017","mar",2017-03-01,4,384,47,33,7,333,34,78,157,128,38,367
"Warwickshire","West","2017","Q1 2017","mar",2017-03-01,0,97,8,9,3,66,5,15,30,17,5,91
"West Mercia","West","2017","Q1 2017","mar",2017-03-01,0,231,24,31,4,178,17,35,79,82,16,268
"West Midlands","West","2017","Q1 2017","mar",2017-03-01,9,746,71,75,50,566,62,95,274,243,63,349
"West Yorkshire","North","2017","Q1 2017","mar",2017-03-01,9,511,58,69,19,325,35,75,143,123,28,329
"Wiltshire","West","2017","Q1 2017","mar",2017-03-01,1,99,8,8,2,67,10,20,39,27,7,98
"National","All","2017","Q3 2017","jul",2017-07-01,125,10140,1026,1183,378,6102,860,1862,3573,3076,740,6743
"Avon and Somerset","West","2017","Q3 2017","jul",2017-07-01,4,275,70,34,4,153,26,55,72,84,11,166
"Bedfordshire","East","2017","Q3 2017","jul",2017-07-01,0,94,5,14,13,59,9,19,33,19,5,82
"Cambridgeshire","East","2017","Q3 2017","jul",2017-07-01,3,108,10,11,2,60,8,23,22,23,6,81
"Cheshire","North","2017","Q3 2017","jul",2017-07-01,2,250,25,22,6,111,17,39,83,109,10,199
"Cleveland","North","2017","Q3 2017","jul",2017-07-01,0,138,7,33,2,200,8,38,49,62,12,76
"Cumbria","North","2017","Q3 2017","jul",2017-07-01,2,95,2,6,2,71,3,18,29,37,7,74
"Derbyshire","East","2017","Q3 2017","jul",2017-07-01,1,160,8,21,1,124,11,43,44,50,4,106
"Devon and Cornwall","West","2017","Q3 2017","jul",2017-07-01,4,208,10,15,7,102,16,42,66,72,8,165
"Dorset","West","2017","Q3 2017","jul",2017-07-01,0,137,8,12,3,46,6,28,32,42,5,79
"Durham","North","2017","Q3 2017","jul",2017-07-01,0,115,5,16,1,100,10,25,16,43,1,89
"Dyfed Powys","West","2017","Q3 2017","jul",2017-07-01,1,70,3,6,0,40,2,13,23,14,5,61
"Essex","East","2017","Q3 2017","jul",2017-07-01,1,223,38,31,10,125,18,43,58,46,14,190
"Gloucestershire","West","2017","Q3 2017","jul",2017-07-01,4,89,2,22,2,58,7,9,25,10,3,60
"GreaterManchester","North","2017","Q3 2017","jul",2017-07-01,5,505,80,54,27,172,22,86,96,164,35,278
"Gwent","West","2017","Q3 2017","jul",2017-07-01,3,94,8,15,3,84,3,21,45,38,9,60
"Hampshire","South","2017","Q3 2017","jul",2017-07-01,1,310,23,27,10,210,21,51,70,67,8,174
"Hertfordshire","East","2017","Q3 2017","jul",2017-07-01,2,186,11,22,4,166,32,28,64,55,15,130
"Humberside","North","2017","Q3 2017","jul",2017-07-01,0,148,15,24,9,119,10,40,61,49,8,90
"Kent","South","2017","Q3 2017","jul",2017-07-01,4,328,29,35,4,127,30,56,72,56,26,149
